Gene Symbol,log2 fold-change Start vs. end ,pseudotime 0, pseudotime 1 on SC-beta branch,pseudotime 1 on SC-EC branch,log2 fold-change SC-beta vs. SC-EC,log likelihood of GLM model with pseudotime and branching,"log likelihood of GLM model with pseudotime, but no branching",log likelihood of GLM model without pseudotime or branching,(Pseudotime vs. Reduced) FDR corrected q-value from likelihood ratio test,(Branched vs. Pseudotime) FDR corrected q-value from likelihood ratio test
PDGFRB,0,0.1,0.1,0.1,0,-122.9102382,-119.9136633,-122.9102382,0.14416531,0.380831465
UHRF2,-0.679663103,0.379970699,0.17590587,0.204361962,0.195044814,-7648.391842,-7645.395849,-7648.391842,3.25342E-06,0.380901019
PRPF38B,-0.310304462,1.02593873,1.009224209,0.740684225,-0.414388188,-22264.55634,-22261.5603,-22264.55634,5.53928E-50,0.380901019
NRK,-0.092591905,0.102582576,0.1,0.1,0,-848.2707754,-845.2754826,-848.2707754,2.12939E-09,0.381052672
DDX54,-0.763927116,0.576916219,0.232713395,0.39072422,0.691191068,-8826.369751,-8823.376004,-8826.369751,6.27169E-13,0.381344796
ZDHHC4,-0.281084339,0.846095838,0.662806698,0.739272895,0.111473951,-14458.3031,-14455.30932,-14458.3031,4.00063E-07,0.381344796
TIMP3,-0.427853281,0.221257187,0.28828762,0.252265182,-0.275748045,-15297.0978,-15294.10394,-15297.0978,2.4941E-299,0.381344796
PDK1,1.457492626,0.177094611,0.530970534,0.628856703,0.233611109,-8222.480839,-8219.487245,-8222.480839,1.46875E-25,0.381344796
ST18,2.808908216,0.1,0.836561873,0.668519443,-0.306037499,-8531.346305,-8528.353506,-8531.346305,3.0178E-180,0.381378908
NDUFA1,-0.008219332,2.092870676,1.795804879,2.141333501,0.236360516,-30137.96834,-30134.97515,-30137.96834,0.030095647,0.381378908
SYNCRIP,-0.97171184,3.288290007,1.762734001,1.521545051,-0.181315577,-33654.64955,-33651.65674,-33654.64955,2.83896E-83,0.381378908
HIF1AN,0.453770899,0.221468243,0.30095345,0.338827894,0.136460928,-6358.683019,-6355.68995,-6358.683019,0.0067193,0.381378908
C11orf1,-1.20489889,0.649479668,0.175134591,0.29348252,0.65213855,-7625.896091,-7622.904293,-7625.896091,6.31845E-19,0.381583493
OSTM1,0.727694494,0.123942209,0.128170514,0.233106079,0.830246503,-5401.588155,-5398.596748,-5401.588155,8.68727E-07,0.381583493
ANO10,-0.798008547,0.256576644,0.163823499,0.114237828,-0.467938867,-5379.640754,-5376.649259,-5379.640754,2.68687E-07,0.381583493
FBXW5,0.322619493,0.282391414,0.243537252,0.331784651,0.427017013,-8026.928526,-8023.936824,-8026.928526,2.92761E-13,0.381583493
HNF1A,1.169826797,0.1,0.344797877,0.162510088,-0.990768887,-4038.890372,-4035.899854,-4038.890372,1.50126E-10,0.381789423
PKDCC,-3.700074567,11.72882443,0.734683949,0.613816424,-0.220222609,-24399.57616,-24396.586,-24399.57616,2.4941E-299,0.381841215
OLIG1,0,0.1,0.1,0.1,0,-333.5740751,-330.5843539,-333.5740751,0.000243325,0.381920863
PBX4,0,0.1,0.1,0.1,0,-2229.368232,-2226.379482,-2229.368232,0.012055083,0.382049471
REG4,0,0.1,0.1,0.1,0,-167.2665783,-164.2778307,-167.2665783,0.34700326,0.382049471
TPR,-0.539155453,1.718941521,1.070257806,1.108162129,0.035232572,-24703.48525,-24700.49698,-24703.48525,2.74318E-20,0.382049471
APOBEC2,0,0.1,0.117066401,0.1,-0.045465413,-1123.46763,-1120.479226,-1123.46763,1.3899E-22,0.382049471
SHISA4,0,0.1,0.1,0.113645133,0.250798173,-2535.809389,-2532.821131,-2535.809389,1.90235E-11,0.382049471
CADM4,-0.349002477,0.684726336,0.69890769,0.535484509,-0.362009541,-15529.30962,-15526.32092,-15529.30962,0.007452932,0.382049471
C11orf24,0.546570893,0.440193197,0.773389646,0.500031841,-0.63311269,-9212.866293,-9209.87823,-9212.866293,1.45414E-09,0.382057207
FADS1,1.07038958,1.365370607,3.122255141,3.027749138,-0.044376465,-33613.55705,-33610.57058,-33613.55705,1.4134E-143,0.382133523
PSMC6,-0.371766582,0.605564051,0.612531151,0.404987037,-0.551822908,-15330.51927,-15327.53251,-15330.51927,4.11018E-25,0.382133523
TRAPPC4,0.484032362,0.615542795,0.803678038,0.833270193,0.037646709,-16527.1388,-16524.15176,-16527.1388,1.09588E-06,0.382133523
RTKN,0.535101855,0.336638323,0.343581917,0.544770733,0.632099679,-9193.520258,-9190.533448,-9193.520258,1.6687E-24,0.382133523
ZNF787,-0.169674468,0.455942566,0.34434936,0.451812235,0.364039733,-10808.60838,-10805.62194,-10808.60838,0.095210339,0.382133523
KCNMB1,0,0.1,0.1,0.1,0,-1619.524515,-1616.53803,-1619.524515,7.07288E-71,0.382133523
TIAM1,-1.704529743,0.281255023,0.1,0.1,0,-3695.407096,-3692.420409,-3695.407096,2.81716E-18,0.382133523
EMID1,-0.351690268,0.127719078,0.1,0.1,0,-1564.663333,-1561.676882,-1564.663333,3.32241E-11,0.382133523
SPTLC1,0,0.1,0.1,0.1,0,-1921.37269,-1918.387722,-1921.37269,0.56505145,0.382508753
CENPJ,-0.867102636,0.159242364,0.1,0.1,0,-2745.840938,-2742.857111,-2745.840938,7.32469E-24,0.382739165
AQP10,-0.080446965,0.1,0.1,0.1,0,-104.4877365,-101.5037763,-104.4877365,0.000202342,0.382739165
PTS,1.372781802,0.387164973,0.823434514,1.147244512,0.441091113,-17140.86793,-17137.88443,-17140.86793,2.0805E-80,0.382744437
CYC1,0.490317862,0.893992685,1.240266291,1.353214764,0.127448553,-22557.62258,-22554.63911,-22557.62258,5.0488E-07,0.382744437
MTA2,0.280818759,0.411166239,0.45264196,0.411767015,-0.09939662,-11455.5487,-11452.5657,-11455.5487,0.01904321,0.382833308
CAMK4,0,0.1,0.1,0.1,0,-200.9684461,-197.9860873,-200.9684461,0.8635733,0.382966749
NOL11,0.058838982,0.930355377,1.001472444,0.956732196,-0.061805433,-23132.55839,-23129.57646,-23132.55839,3.85678E-26,0.383040526
TATDN3,0,0.1,0.1,0.1,0,-2908.863655,-2905.88237,-2908.863655,0.014544206,0.383113495
KAT7,-0.139412444,0.363546469,0.290819567,0.41908162,0.502490872,-10402.8648,-10399.88334,-10402.8648,0.056229819,0.383113495
ZNF568,0,0.1,0.1,0.1,0,-1291.451177,-1288.470004,-1291.451177,0.879137012,0.383113495
DMPK,0.505569903,0.140042533,0.262013533,0.287898688,0.088632172,-9362.947843,-9359.967482,-9362.947843,4.94955E-24,0.383298272
SMCR2,0,0.1,0.1,0.1,0,-164.3228478,-161.3429451,-164.3228478,0.000496505,0.383381438
BLMH,-0.123963656,1.027769029,0.989300334,0.908392483,-0.077253217,-23447.49875,-23444.51941,-23447.49875,1.17644E-09,0.383493782
PRIMA1,0,0.1,0.1,0.1,0,-1817.504601,-1814.525712,-1817.504601,2.2698E-121,0.383571867
DNM2,0.600124722,0.478150858,0.840249866,0.628320382,-0.350198647,-16006.34902,-16003.37029,-16006.34902,1.6996E-15,0.383571867
MAATS1,-0.756365454,0.157933629,0.1,0.1,0,-4010.150124,-4007.171797,-4010.150124,5.76466E-09,0.383640409
ANKRD24,0,0.1,0.1,0.1,0,-190.0793524,-187.1026895,-190.0793524,0.864847806,0.384070202
SPG20,-0.799623574,0.147738953,0.1,0.1,0,-2540.515581,-2537.539187,-2540.515581,2.13888E-10,0.384098916
RCAN2,1.029053871,0.209525925,0.377438982,0.360554215,0.012001611,-8455.932147,-8452.956997,-8455.932147,9.11209E-69,0.384311556
TVP23B,0.210196591,0.1,0.11050388,0.132548201,0.13109914,-2310.857111,-2307.881806,-2310.857111,0.00140816,0.384311556
DMRT2,0,0.1,0.1,0.1,0,-183.2692523,-180.2937862,-183.2692523,0.022467484,0.384311556
FOXJ2,-0.865454971,0.184044349,0.1,0.114112412,0.226138797,-4227.017273,-4224.042343,-4227.017273,0.000294179,0.384326565
PLCB2,0,0.1,0.1,0.1,0,-355.3233195,-352.3492586,-355.3233195,4.94352E-08,0.384528112
WDR5,-1.171762263,1.021170521,0.357313836,0.378071833,0.105729052,-13188.8917,-13185.91813,-13188.8917,7.24232E-15,0.384618726
PCID2,0.271680416,0.688477051,0.750301453,0.795799587,0.095127791,-16674.97857,-16672.00579,-16674.97857,1.86051E-06,0.384772955
TTC38,-0.079487432,0.176058565,0.156019602,0.191466654,0.328193905,-5686.941177,-5683.968471,-5686.941177,5.12693E-05,0.384772955
MCMDC2,0,0.1,0.1,0.1,0,-156.6195905,-153.6476444,-156.6195905,0.192437552,0.384897575
ZNF607,-0.305556705,0.219691752,0.183278811,0.218328663,0.25540114,-6977.060682,-6974.088745,-6977.060682,0.205366874,0.384897575
GCNA,0,0.1,0.1,0.1,0,-318.6858945,-315.7158628,-318.6858945,0.072636085,0.385397906
ZNF365,0,0.1,0.1,0.1,0,-148.5636223,-145.5949088,-148.5636223,0.000302841,0.385729599
RAD9A,0,0.1,0.1,0.1,0,-2597.452992,-2594.484453,-2597.452992,0.274468843,0.385731512
ZNF528,-1.128718186,0.254214701,0.1,0.127104938,0.278843526,-5626.29639,-5623.328466,-5626.29639,2.19227E-27,0.385746649
L2HGDH,-0.176780339,0.116693498,0.107751371,0.144444197,0.310921475,-5263.182955,-5260.214717,-5263.182955,1.69444E-13,0.385746649
PHC1,-0.118043284,0.740999412,0.824480614,0.764613186,-0.100911423,-18755.1771,-18752.20945,-18755.1771,0.141884443,0.385746649
HAX1,1.274653622,0.428252794,1.15713416,1.165915214,0.019610196,-19029.78278,-19026.81476,-19029.78278,1.1651E-47,0.385746649
PPP4R3A,0.572417292,0.821541085,1.339620866,1.069708058,-0.314804106,-20001.24194,-19998.27425,-20001.24194,3.06357E-07,0.385746649
SLC10A7,0,0.1,0.134865737,0.1,-0.369573477,-2112.442406,-2109.475134,-2112.442406,0.140723461,0.38580581
UAP1L1,0,0.1,0.1,0.1,0,-344.8648026,-341.898706,-344.8648026,7.21188E-06,0.386096641
DNAJC17,0,0.1,0.1,0.1,0,-1351.54235,-1348.577583,-1351.54235,0.22537165,0.38633503
FAM131B,1.694821391,0.1,0.293839479,0.33407595,0.208641617,-5986.210196,-5983.24531,-5986.210196,2.1982E-125,0.38633503
FAM216A,1.612278591,0.1,0.242283053,0.342878104,0.491867288,-7324.21395,-7321.248923,-7324.21395,1.71209E-37,0.38633503
SHQ1,0,0.1,0.1,0.1,0,-2535.408539,-2532.444206,-2535.408539,0.856784941,0.386411856
CCDC43,-0.540850699,0.38526677,0.229366528,0.191147248,-0.189076632,-6419.647787,-6416.684219,-6419.647787,0.003552346,0.386584455
COIL,-0.938641116,0.71168133,0.394993011,0.255195468,-0.54651378,-9558.771563,-9555.80851,-9558.771563,7.90968E-10,0.386684774
TNKS1BP1,0.302026542,0.548799726,0.592873156,0.869461981,0.493780121,-15595.01062,-15592.04785,-15595.01062,0.053105513,0.386719837
PRM1,0,0.1,0.1,0.1,0,-700.0325693,-697.0700987,-700.0325693,1.49214E-16,0.386755958
EFCAB7,0,0.1,0.1,0.1,0,-3289.266706,-3286.305204,-3289.266706,7.03399E-12,0.386987428
BORA,-0.911028283,0.219385672,0.1,0.1,0,-1708.063105,-1705.102301,-1708.063105,2.29124E-12,0.387141136
RDH11,1.248092286,1.160063643,3.10002957,2.814433351,-0.12018484,-30786.67158,-30783.71122,-30786.67158,1.137E-103,0.387221175
PRPF3,-0.828740353,0.452158784,0.185225576,0.251113238,0.425947374,-8901.095498,-8898.135842,-8901.095498,1.56922E-11,0.387278574
PPP1R3A,0,0.1,0.1,0.1,0,-244.4938752,-241.534192,-244.4938752,2.97667E-15,0.387278574
RABEPK,0.475057641,0.1,0.1,0.176300127,0.789530262,-6020.971584,-6018.011608,-6020.971584,2.79766E-23,0.387278574
IPO5,-1.146705724,2.407080686,1.1449571,0.878235112,-0.339176931,-26397.47748,-26394.51944,-26397.47748,1.99981E-52,0.387601073
PMFBP1,0,0.1,0.1,0.1,0,-149.1168224,-146.1585236,-149.1168224,0.523893727,0.387601073
TTC1,0.137741358,0.721282281,0.939011337,0.7696414,-0.257277193,-18420.49898,-18417.54084,-18420.49898,0.005435519,0.387601073
ABHD14B,1.143495873,0.1,0.139065742,0.364450781,1.227988427,-3703.439296,-3700.48146,-3703.439296,1.59618E-08,0.387611182
APH1B,1.291337048,0.126693596,0.254603583,0.282191555,0.185734452,-6009.032367,-6006.075325,-6009.032367,2.35218E-19,0.387698251
CD1E,0,0.1,0.1,0.1,0,-167.6643719,-164.7073392,-167.6643719,0.001308165,0.387698251
HNRNPH2,0.85077128,0.814855662,1.539526664,1.792650209,0.203272815,-26579.54392,-26576.58662,-26579.54392,6.61138E-33,0.387698251
TCTA,2.858677491,0.1,0.639684363,0.787296043,0.282274617,-9292.480698,-9289.524143,-9292.480698,4.8828E-132,0.387716615
DNAJC27,0.19958831,0.114533228,0.1,0.158880427,0.6238886,-4428.660552,-4425.704086,-4428.660552,0.163569899,0.387716615
GDE1,-0.87385869,1.634650049,0.742172072,0.649181535,-0.172678117,-16170.03436,-16167.07756,-16170.03436,3.8931E-23,0.387716615
FGFR1OP2,0.616855422,0.488620306,0.685853392,0.696619873,-0.001718487,-13075.51093,-13072.55567,-13075.51093,0.000193596,0.388018886
M6PR,0.591337104,0.613016302,1.029857297,0.835311848,-0.306339835,-17065.89364,-17062.93938,-17065.89364,0.000574254,0.388259299
IFI27,0,0.1,0.1,0.1,0,-368.1355452,-365.1816718,-368.1355452,0.11275933,0.388273754
DNAJC9,-1.181885284,1.814535457,0.632248042,0.876497695,0.440661165,-18469.28064,-18466.32672,-18469.28064,3.26369E-35,0.388273754
SIL1,0.858851408,0.1,0.248382587,0.143956372,-0.805935102,-3240.658384,-3237.704729,-3240.658384,8.63151E-05,0.388288627
MCEE,0,0.110458377,0.1,0.1,0,-1972.580611,-1969.627839,-1972.580611,0.131217842,0.388496074
DYNC1I2,0.518907727,1.308020919,1.871520804,2.085232111,0.156827487,-32055.70481,-32052.75246,-32055.70481,3.98809E-28,0.388568485
KLK1,0,0.1,0.1,0.1,0,-961.6223068,-958.6707042,-961.6223068,3.44153E-11,0.388738168
MYOZ3,0,0.1,0.1,0.1,0,-584.7864447,-581.8354529,-584.7864447,0.106219344,0.388815018
GPBAR1,3.097862924,0.1,0.733885999,0.981231639,0.355698834,-8738.510835,-8735.560109,-8738.510835,3.9944E-235,0.388815018
H6PD,-1.164785031,0.248519616,0.132213562,0.102083914,-0.307277232,-3596.79111,-3593.840424,-3596.79111,6.33661E-22,0.388815018
EPHX2,-0.036810965,0.48456556,0.371764761,0.579763188,0.584506219,-12020.64041,-12017.68974,-12020.64041,0.153755815,0.388815018
EPC1,0.404187864,0.719927595,1.054665908,1.04630402,-0.042465609,-19409.44724,-19406.49753,-19409.44724,0.004773874,0.389044026
ELF2,-0.027140552,0.555455002,0.603934814,0.554230545,-0.138047401,-13435.75754,-13432.80803,-13435.75754,0.7641948,0.389053628
PTPDC1,0,0.1,0.103241002,0.1,-0.00920321,-1275.263157,-1272.315182,-1275.263157,0.062151933,0.389451438
CEP112,0.225751364,0.1,0.133625284,0.1,-0.410784757,-3894.854075,-3891.906388,-3894.854075,1.05066E-08,0.389486438
FTCD,2.394044303,0.1,0.382701888,0.710805941,0.772597298,-4980.541445,-4977.594917,-4980.541445,1.47135E-54,0.389774971
LNPK,1.072803655,0.17865905,0.530972711,0.474482561,-0.168660408,-8445.205131,-8442.259281,-8445.205131,9.3196E-09,0.38992343
RAD54L2,-0.211209566,0.648692673,0.629548686,0.695140916,0.099279764,-18130.37742,-18127.43239,-18130.37742,1.83966E-39,0.390062671
STXBP2,-0.509855774,0.446043415,0.209946409,0.36687212,0.728826999,-8898.20789,-8895.262807,-8898.20789,0.012959528,0.390062671
FAM47E,0.601513246,0.1,0.1,0.209211364,0.939008955,-3150.242589,-3147.298839,-3150.242589,2.17368E-06,0.390388673
SLC25A39,-0.266082904,2.424214195,1.617991657,2.004021705,0.307167733,-31001.35671,-30998.41396,-31001.35671,2.77615E-19,0.390581238
POLR3C,0,0.109359546,0.1,0.1,0,-2007.045058,-2004.102172,-2007.045058,0.17527852,0.390581238
CLCN6,0.736984575,0.19819911,0.310540384,0.432007884,0.45314981,-9460.604563,-9457.66247,-9460.604563,7.11856E-21,0.390725197
ELOC,0.542695138,0.851914868,1.105789303,1.311420645,0.236545758,-22649.48733,-22646.54556,-22649.48733,8.28554E-10,0.390772299
UBTD2,-0.374813145,1.900397709,1.622198103,1.394741009,-0.204613659,-26971.84905,-26968.90809,-26971.84905,9.37699E-13,0.390960114
FUNDC1,0.602849282,0.272426925,0.581104053,0.403199515,-0.48233384,-12099.77164,-12096.83137,-12099.77164,1.78598E-08,0.391110537
NPM3,-2.01492266,0.930093513,0.2746068,0.147116764,-0.822497354,-7394.327866,-7391.388919,-7394.327866,1.06012E-49,0.391399146
NSUN4,0,0.112762818,0.1,0.1,0,-2476.342585,-2473.403566,-2476.342585,0.189547083,0.391399146
ERAL1,0.529567404,0.565975042,0.740996434,0.803207999,0.127213164,-16791.75898,-16788.82021,-16791.75898,1.01811E-08,0.391401095
GLRX5,-0.131787706,1.148854514,1.028088054,1.251254738,0.267356678,-25243.82017,-25240.88246,-25243.82017,1.55317E-06,0.391660941
AMN1,0.872456687,0.269509137,0.493592344,0.295059764,-0.673181939,-6388.923508,-6385.986,-6388.923508,2.55634E-28,0.391672754
CHAF1B,-0.458130427,0.232512391,0.1,0.1,0,-884.1789182,-881.2431003,-884.1789182,3.41666E-25,0.392118069
ARMC8,0.674003905,0.626548367,0.839943642,0.923883063,0.128819622,-16915.0651,-16912.12962,-16915.0651,4.73455E-13,0.392119921
PSMD10,0.188214309,0.371148845,0.572658516,0.383764757,-0.53467265,-12481.21467,-12478.27906,-12481.21467,0.041368168,0.392119921
LAMTOR5,-0.014552669,1.16302597,1.064105364,1.365319598,0.33506496,-24587.84638,-24584.91135,-24587.84638,0.016526592,0.392201846
PKN3,-0.869922133,0.149177977,0.1,0.1,0,-1497.949025,-1495.015678,-1497.949025,3.47243E-34,0.392645318
SHC3,0.113586583,0.1,0.148765218,0.1,-0.579085141,-1749.104601,-1746.173069,-1749.104601,6.16957E-19,0.393127842
GOLGA8B,-0.64588787,0.283830835,0.247019738,0.144623936,-0.747444833,-6423.314763,-6420.383858,-6423.314763,7.94744E-07,0.393213798
PLS3,1.335884713,0.327408623,0.679889389,0.940358978,0.44614825,-13483.75283,-13480.82176,-13483.75283,5.91521E-38,0.393213798
LDLRAD3,1.150260457,0.284474529,0.86185572,0.510070516,-0.719831967,-9940.591706,-9937.661212,-9940.591706,3.12635E-07,0.393285443
ZNF574,-0.666562513,0.46607367,0.200877055,0.285707087,0.448657441,-6750.107343,-6747.177166,-6750.107343,1.37135E-05,0.393329228
SRCAP,0,0.1,0.1,0.1,0,-795.7288028,-792.8001734,-795.7288028,0.931920191,0.39373419
BIN1,-0.414905298,0.717458225,0.376801643,0.611575071,0.648737109,-11246.92663,-11243.9986,-11246.92663,2.05075E-14,0.393859528
AGRN,-3.058056935,1.51599722,0.19794348,0.125569998,-0.611822638,-9268.170957,-9265.243241,-9268.170957,7.5857E-114,0.393904125
SLIT1,-0.112415756,0.229029008,0.270117811,0.209223999,-0.34987368,-8813.484714,-8810.557579,-8813.484714,1.35058E-10,0.394005794
WDR60,0.535459967,0.119678249,0.114316346,0.212065702,0.819905138,-5642.071492,-5639.144457,-5642.071492,2.47399E-06,0.394005794
UMPS,-1.218956413,0.447591163,0.223239554,0.22303924,-0.01242922,-9376.527812,-9373.60159,-9376.527812,5.91268E-17,0.394195588
PGGHG,0,0.1,0.1,0.1,0,-701.5385801,-698.6129945,-701.5385801,9.25981E-08,0.394235338
TLDC1,1.22527324,0.198948264,0.591253258,0.455710066,-0.340298829,-11440.94587,-11438.0202,-11440.94587,1.52358E-39,0.394235338
ADCY5,-1.875706069,0.51149794,0.1,0.1,0,-1779.21903,-1776.293137,-1779.21903,3.44045E-73,0.394235338
AIP,1.355211961,0.259317939,0.583933637,0.844776777,0.48233364,-12473.77784,-12470.85243,-12473.77784,2.94952E-29,0.39423607
HNRNPA0,-0.834183422,6.672639757,3.917446956,3.828473128,-0.042564231,-49542.89102,-49539.96726,-49542.89102,2.1932E-178,0.394624009
LCN12,0,0.1,0.1,0.1,0,-409.8524468,-406.9285728,-409.8524468,0.589624266,0.394624009
LACTB,0.188290672,0.18164203,0.18940737,0.12599257,-0.55357302,-4370.584104,-4367.660732,-4370.584104,3.5862E-06,0.394689595
SCGB3A1,0,0.1,0.1,0.1,0,-183.1215825,-180.1984871,-183.1215825,0.011263142,0.394721818
CHD6,0.179327238,0.64855402,0.584803929,0.809618372,0.426618379,-15543.75719,-15540.83466,-15543.75719,0.094203705,0.394838108
EMC2,-0.365135861,0.168270357,0.178360923,0.162759737,-0.159340214,-5935.563109,-5932.642202,-5935.563109,0.589598131,0.39526743
PIP5K1C,-0.261325164,0.474783934,0.386078335,0.449043262,0.229980011,-11361.65057,-11358.73076,-11361.65057,0.426524857,0.3955404
INTS14,-1.393863702,0.534540933,0.205608904,0.22046277,0.086874086,-9123.708517,-9120.788871,-9123.708517,8.13003E-16,0.395540812
CDH11,-0.448241893,0.13205533,0.1,0.169133275,0.276032624,-4748.391476,-4745.472938,-4748.391476,2.2032E-174,0.395817871
CREB1,-0.109191559,0.922679517,1.049906177,0.896767878,-0.228336914,-20581.22295,-20578.30573,-20581.22295,1.11419E-07,0.396057909
XCL1,0,0.1,0.1,0.1,0,-153.2546936,-150.3373322,-153.2546936,0.096376932,0.396057909
HIST1H2AH,0,0.1,0.1,0.1,0,-281.8616975,-278.9444084,-281.8616975,0.449869357,0.396057909
FBLIM1,-0.459023549,0.289895498,0.311600489,0.176461216,-0.744410991,-7732.789414,-7729.874414,-7732.789414,0.000123384,0.396664583
INTS2,-0.366746825,0.136424214,0.149593637,0.1,-0.564399504,-4555.178642,-4552.264023,-4555.178642,0.014339112,0.396728153
IMPACT,0.370267865,0.133461759,0.183647333,0.142204387,-0.399877227,-4391.739008,-4388.8253,-4391.739008,0.482121867,0.396947862
RPL10A,-1.706958186,35.06847831,10.63290214,10.20593627,-0.048938035,-70027.1693,-70024.25634,-70027.1693,2.4941E-299,0.397118475
MRPL32,-0.401664448,0.426427012,0.324680179,0.308498442,-0.031335477,-11540.22936,-11537.3166,-11540.22936,8.77973E-06,0.397129996
CAD,-0.379142423,0.535127576,0.445928654,0.426596974,-0.053665856,-13157.06892,-13154.1566,-13157.06892,0.149335789,0.397209737
BEND4,0,0.103736802,0.1,0.1,0,-145.1442656,-142.2326015,-145.1442656,0.000496528,0.397354687
ZMAT5,-0.471884952,0.240403872,0.193565417,0.225551364,0.21294981,-7091.918958,-7089.007618,-7091.918958,0.114308991,0.397401327
TMEM159,0,0.1,0.1,0.1,0,-700.5471852,-697.6361513,-700.5471852,2.21432E-07,0.397442364
MMP14,-2.503909208,0.716319815,0.129371168,0.122047867,-0.139591528,-5557.031583,-5554.121348,-5557.031583,1.86196E-61,0.397629427
OPRL1,0,0.1,0.1,0.1,0,-822.9208399,-820.0119718,-822.9208399,0.719197925,0.397984658
HDAC3,-0.673058209,1.050343207,0.539092015,0.740216401,0.41352106,-16822.91634,-16820.00813,-16822.91634,1.4933E-07,0.398088838
NUDT11,-0.839660902,0.183470905,0.1,0.1,0.015635129,-4744.997895,-4742.089712,-4744.997895,0.000398068,0.398088838
ITGA2,-1.020287421,0.150041028,0.1,0.1,0,-636.4883726,-633.5811202,-636.4883726,4.37754E-23,0.398265659
C19orf48,-1.859520838,0.454003594,0.1,0.1,0,-4349.778254,-4346.870854,-4349.778254,2.42137E-23,0.398265659
ADAT1,0,0.1,0.1,0.1,0,-481.0036487,-478.0968875,-481.0036487,0.008831319,0.398332532
EPHX3,1.661854078,0.141468302,0.38247627,0.429012518,0.132281908,-6285.266116,-6282.359423,-6285.266116,5.48198E-55,0.398332532
DNAH12,0,0.1,0.1,0.1,0,-1776.839184,-1773.933117,-1776.839184,1.7425E-10,0.398468729
CITED1,0,0.101678886,0.1,0.1,0,-1242.395858,-1239.490261,-1242.395858,6.7539E-10,0.398558685
NTMT1,0.021237297,0.389282668,0.513938002,0.351459279,-0.51665434,-10137.16055,-10134.25584,-10137.16055,0.015363413,0.398771573
CDC34,0.110936726,0.703747961,0.751778957,0.81953961,0.127499074,-17090.80085,-17087.89691,-17090.80085,0.00029449,0.398949751
NCOR1,0.101611677,1.115548756,1.125936409,1.304965051,0.207974827,-23067.74195,-23064.83824,-23067.74195,0.331812116,0.398968694
DLEU7,0,0.1,0.1,0.1,0,-304.9331693,-302.0300693,-304.9331693,0.000147688,0.399101613
MCU,-1.533423145,0.96712884,0.22346905,0.327834596,0.558940646,-10667.26042,-10664.35802,-10667.26042,1.81899E-21,0.399260328
C8orf31,0,0.1,0.1,0.1,0,-310.5946442,-307.6932581,-310.5946442,0.530985435,0.399432746
